temperatura_C,condutividade_uS,pH,spec_F1_415nm,spec_F2_445nm,spec_F3_480nm,spec_F4_515nm,spec_F5_555nm,spec_F6_590nm,spec_F7_630nm,spec_F8_680nm,spec_Clear,spec_NIR,acustico_freq_Hz,subtipo,tipo,potabilidade
16.388499748463474,263.01749880262423,7.534743804876628,0.8989499330957741,0.9261049538642513,0.9676571004691313,0.9405990374960805,0.9022579728749969,0.9732405602476237,0.8573272553348998,0.8831671576847422,0.9636779455426372,0.675341347777812,1477.402860331382,agua_mineral,agua,1
11.872830136308458,2738.562242580948,3.8604102318642832,0.05827814387642395,0.09767952738972534,0.14420468563683592,0.15758705502799916,0.15742257025806483,0.166935720123909,0.4026515585083369,0.249845376361084,0.14106946805422138,0.24118259689139354,1446.461273428302,cerveja_stout,cerveja,-1
20.3939586091852,283.6703215737896,7.774580515993963,1.0,0.9183105596019682,0.9348732074562903,0.8922550709224113,0.8867372100807038,0.9039317325422271,0.9250649193871797,1.0,0.9376681375515449,0.800330632528881,1490.2477791604645,agua_mineral,agua,1
15.062898166350099,1374.7292413166456,7.79546045720304,0.49325293771948786,0.5709158629831061,0.44104042777093166,0.8493798615322098,0.8452925238687222,0.45224855139855097,0.473216498838973,0.4308266117172611,0.6374242290588675,0.5444097215498537,1492.8301796889548,agua_contaminada,agua,0
8.893217164671576,2158.4516306159035,3.886157951755909,0.07179925048070164,0.13840514632425613,0.3958401640949313,0.4776511892828052,0.6421262721791556,0.700389218011499,0.5926741167437389,0.493054142870882,0.3963114174443351,0.476961027502151,1450.7442257912933,cerveja_ipa,cerveja,-1
19.448627353324156,232.78091108774285,7.121245720518436,0.9012564355608017,0.9063138843707181,1.0,0.9443618423271094,0.9362853991659361,0.879020300537062,0.874870702689571,0.8213101045290307,0.944583138051435,0.613288296831548,1476.3584703285653,agua_torneira,agua,1
6.879967641333661,1525.683115007237,4.386023094755544,0.274202171834055,0.4876498924803229,0.5474068482476613,0.6548500428289845,0.8029773206077296,0.6634119683257016,0.4672044784104467,0.32420346690797935,0.49028734002006036,0.558409351240468,1461.1382686731476,cerveja_heineken,cerveja,-1
19.347214564520872,555.2495472134351,7.004369012752431,0.7862131798139124,0.9591834136462389,0.9582613005159132,0.9075393728158145,0.9334098921778816,0.9050307403382268,0.8519550454578086,0.8944133838163412,0.7847238072502328,0.7970498600372373,1478.7611493412653,agua_torneira,agua,1
23.28665358937809,101.94659814207824,6.7088000476710015,0.8767115917570961,0.9127877190860186,0.949810917842744,0.8579288105034596,0.8650373950917977,0.9041643399075323,0.9158097869856338,0.8542776768098462,0.9199488904127608,0.767872515917027,1479.685320093976,agua_torneira,agua,1
19.76282482235034,139.85511992476253,7.594378500609343,0.9194625324349728,0.938019644252643,0.8936514487291003,0.9220796495821004,0.9131031876916381,0.840736926243334,0.8981425597300788,0.9602705021493155,0.9302852920128937,0.7723857168511227,1479.5446899459657,agua_mineral,agua,1
